board_name,board_id,name,position,city,term_end,add_info
South Dakota Retirement System,BoardID=86,LaJena Gruis,Elected Municipal Officials Representative,Onida,6/30/2027,
South Dakota Retirement System,BoardID=86,Victoria Hinek,Classified Employee Representative,Sturgis,6/30/2028,
South Dakota Retirement System,BoardID=86,Myron Johnson,County Commissioners Representative,Watertown,6/30/2027,
South Dakota Retirement System,BoardID=86,Jill Lenards,State Employee Representative,Watertown,6/30/2029,
South Dakota Retirement System,BoardID=86,Jake Oakland,County Employee Representative,Sioux Falls,6/30/2028,
South Dakota Retirement System,BoardID=86,Henry Prim,Public Safety Employee Representative,Pierre,6/30/2027,
South Dakota Retirement System,BoardID=86,Shane Roth,School Board Representative,DeSmet,6/30/2028,
South Dakota Retirement System,BoardID=86,Mark Salter,"Judges, Justices, and Magistrate Judges Representative",Sioux Falls,6/30/2027,
South Dakota Retirement System,BoardID=86,Darin Seeley,Governor's Appointee,Chester,,
South Dakota Retirement System,BoardID=86,Eric Stroeder,State Employee Representative,Glenham,6/30/2028,
South Dakota Retirement System,BoardID=86,James Terwilliger,Governor's Appointee,Pierre,,
South Dakota Retirement System,BoardID=86,Wesley Tschetter,Retiree Representative,Brookings,6/30/2027,
South Dakota State Library Board,BoardID=61,Travis Aslesen,,Howard,10/30/2026,"Biography:
Appointment Date: October 27, 2020
Reappointment Date: September 11, 2023"
South Dakota State Library Board,BoardID=61,Kim Borsch,,Sturgis,10/30/2025,"Biography:
Appointment Date: June 27, 2023"
South Dakota State Library Board,BoardID=61,Robert Frieberg,,Beresford,10/30/2024,"Biography:
Appointment Date: January 7, 2022"
South Dakota State Library Board,BoardID=61,Stacy Kvale,,Dell Rapids,10/20/2027,"Biography:
Appointment Date: February 22, 2022
Reappointed: January 24, 2025
"
South Dakota State Library Board,BoardID=61,Janice Minder,Board of Regents Representative,,,
South Dakota State Library Board,BoardID=61,Tom Nelson,PRESIDENT,Spearfish,10/30/2026,"Biography:
Appointment Date: January 20, 2015
Reappointment Date: 
- October 5, 2017; 
- October 27, 2020
- September 11, 2023"
South Dakota State Library Board,BoardID=61,Jane Norling,VICE-PRESIDENT,Beresford,10/30/2025,"Biography:
Appointment Date: October 15, 2019
Reappointment: June 21, 2023"
South Dakota State Library Board,BoardID=61,George Seamon,EX OFFICIO,Pierre,,"Biography:
SD State Librarian, 2022"
Soybean Research and Promotion Council,BoardID=175,April Bowar,Director,Faulkton,6/30/2027,"Biography:
April Bowar and her husband James actively farm in the Faulkton area. When she isn’t helping on the farm you can find her working at small businesses in Faulkton. She was previously the SD FFA Leadership and Program Manager, and was an intern with Ag United for South Dakota. April is an active member of St. Thomas Catholic Church and she enjoys educating others about agriculture and Agritourism."
Soybean Research and Promotion Council,BoardID=175,Bruce Haines,Director,Mitchell,6/30/2026,"Biography:
Bruce Haines is a fourth-generation farmer from the Mitchell area. He and his wife, Marlene, have three children and seven grandchildren.

They raise corn, soybeans, and wheat on their no-till family farm. Bruce believes in giving back to his community which has given his family so much.

Bruce is involved in the SD Conservation Commission, South Dakota Nutrient Research and Education Council, Davison County Rural Water Board, Chairman of the Davison County Planning and Zoning Board, Davison County Conservation District, local Township board, and has held many other positions in his church. Bruce has 38 years of experience working outside the family farm business. His goals are to work together with soybean farmers to invest checkoff dollars to promote more marketing research and profit margin opportunities.

District 1 includes the following counties: Brule, Aurora, Davison, Hanson, Douglas, and Hutchison."
Soybean Research and Promotion Council,BoardID=175,John Horter,Secretary,Andover,6/30/2026,"Biography:
John Horter is a fifth-generation farmer from Andover SD. He and his wife, Jaclyn, operate J and J Horter Farm Partnership. They farm with his parents who are slowly transitioning into retirement and turning the operation over. They have two children. Dane is 12 and Raegan is 8. They both attend Langford Area School. They also own and operate Horter’s Farm and Ranch Supply, LLC in Bristol. On their farm, they raise soybeans, corn, wheat, and alfalfa as well as own a beef cow herd, raise replacement heifers, and finish cattle. In addition to their operation, they custom plant and harvest for numerous friends and neighbors in the area.

John graduated from Bristol High School in 1999 and then pursued a degree in Ag-Production from Lake Area Tech. He has served as an officer and director on the James Valley Threshing Association and is on the board at Bethesda Lutheran Church. He served on the South Dakota Soybean Association for 12 of the last 15 years. He has served on many committees"
Soybean Research and Promotion Council,BoardID=175,David Iverson,Vice Chairman,Astoria,6/30/2025,"Biography:
Dave Iverson has farmed for more than 30 years and currently raises corn and soybeans near Astoria, S.D. He served on the South Dakota Soybean Research and Promotion Council board for 9 years. Through his role on the soybean checkoff, Dave was chairman of the World Initiative for Soy in Human Health (WISHH) Committee and served on the Ag United for South Dakota Board. Currently, Dave serves as one of South Dakota’s representatives on the United Soybean Board. When not farming, he enjoys spending time with family and working on home landscaping projects."
Soybean Research and Promotion Council,BoardID=175,Michael McCranie,Director,Claremont,6/30/2025,"Biography:
Michael McCranie is a 4th generation farmer in the Claremont area, farming some of the same land his great grandfather homesteaded in 1881. He and his wife Monica have two sons, Matthew and Mitchell who also actively farm. Michael feels that being a member of and serving on farm organizations is important to the future of agriculture. He is a member of the Claremont United Methodist Church, the South Dakota Corn Growers Association, the South Dakota Soybean Association, the American Soybean Association, South Dakota Farmers Union and the Lower Crow Creek Drainage District. Michael served as a director on the South Dakota Soybean Research & Promotion Council, holding secretary/treasurer, Vice Chairman and Chairman positions. He was also a director on the United Soybean Board serving on the Domestic Marketing Committee and as Vice Chair of the International Marketing Committee and a director on the National Biodiesel Board where he was Chairman of the Research Committee which worked to g"
Soybean Research and Promotion Council,BoardID=175,Dawn Scheier,Director,Salem,6/30/2025,"Biography:
Dawn Scheier currently farms full time with her husband Pat in Salem, SD. Scheier Farms is a 4th generation farm where they raise corn and soybeans. Dawn received her education from ISU in animal science and is also a graduate of the South Dakota Ag and Rural Leadership Program. Besides being active on the farm, Dawn has over 23 years of experience working in agriculture businesses outside of the family farm. Some of the positions she has held for agricultural companies include Credit Manager and also National Sales Manager. Dawn has become an active and passionate volunteer with CommonGround, which is a consumer outreach group that helps start conversations about farming and food. Dawn is currently the St. Mary’s Church Alter Society VP, SCW Treasurer, a SD Corn Growers Assn. member, and a SD Soybean Assn. member. Some of her past experiences include 5 years on the Farm Credit Nominating Committee, and serving on the Salem St. Mary’s Church and School Finance Board. She is a strong su"
Soybean Research and Promotion Council,BoardID=175,Chad Schooley,Director,Castlewood,6/30/2027,"Biography:
Chad and Heidi Schooley are the owners/operators of Cabin Still Cattle Company in Castlewood, SD, where they farm and ranch alongside their three children: Beau, Booker, and Bryn/
Their operation includes soybeans, corn, alfalfa, and small grains, as well as a cow-calf operation and a feedlot
established by Chad’s great-grandparents in the late 1930s.
Chad has served two terms on the South Dakota Soybean Association and is embarking on his first term on the Council.

The primary objectives at Cabin Still Cattle Company are too consistently produce high-quality crops and livestock for their customers and to establish a legacy that their children can take pride in and
continue to grow with their own families, much like Chad and Heidi have done from their parents generation."
Soybean Research and Promotion Council,BoardID=175,Derrick Scott,Treasurer,Geddes,6/30/2026,"Biography:
Derrick Scott is a fifth-generation farmer from Geddes, SD. He farms with his dad west of town and raises soybeans, corn, spring and winter wheat. Derrick has served as the local fire chief and still serves as a member of the Geddes Fire Department. He recently served on the South Dakota Soybean Association board. In his free time, he enjoys boating, golf, and dirt track racing. He is very excited to serve on the South Dakota Soybean Research and Promotion Council.

District 2 includes the following counties: Charles Mix, Bon Homme, Yankton, Clay, and Union."
Soybean Research and Promotion Council,BoardID=175,David Struck,Chairman,Wolsey,6/30/2024,"Biography:
David Struck is a fourth-generation soybean, corn and wheat grower who farms with his wife, Brenda, son Brady and dad, Duane.

Actively involved in the day-to-day activities of his family farm since childhood – he started running tractors when he was 10 – farming is the only career Struck ever considered.

Struck wanted to serve on the SDSRPC board because, “it’s an opportunity to make a difference promoting South Dakota soybeans and the farmers who raise them.”
He adds that the promotional work SDSRPC engages in is essential to improving soybean markets today and into the future. “Most consumers are too far removed from the farm and don’t realize what it takes to produce food. The American farmer is good at what we do, which means most Americans don’t need to worry about where their food comes from. Because the SDSRPC board is made up of farmers, we have first-hand knowledge of the work that goes into raising our quality product and can help get our story out.”"
Speech-Language Pathology Board of Examiners,BoardID=94,"Julie Holiday, Vice President",SLP,Sioux Falls,7/30/2027,
Speech-Language Pathology Board of Examiners,BoardID=94,Audra Nelson Bailey,Public member,Spearfish,7/30/2026,
Speech-Language Pathology Board of Examiners,BoardID=94,Nancy Suelflow,SLP,Custer,7/30/2028,
Speech-Language Pathology Board of Examiners,BoardID=94,Tiffany Trask,SLP,Rapid City,7/30/2026,
Speech-Language Pathology Board of Examiners,BoardID=94,"Mandy Williams, President",SLP,Vermillion,7/30/2027,
State Board of Physical Therapy,BoardID=230,Linda Ahrendt,Public Member,Sioux Falls,6/30/2029,
State Board of Physical Therapy,BoardID=230,"Patti Berg-Poppe, President",Physical Therapist,Sioux Falls,6/30/2028,
State Board of Physical Therapy,BoardID=230,"Rebeca Schmitz, Secretary",Physical Therapist,Sioux Falls,6/30/2028,
State Board of Physical Therapy,BoardID=230,"Leonard Suel, Vice President",Physical Therapist,Aberdeen,6/30/2025,
State Board of Physical Therapy,BoardID=230,Brad Thuringer,Physical Therapist Assistant,Sioux Falls,6/30/2027,
State Board of Physical Therapy,BoardID=230,Janelle Toman,Public Member,Pierre,6/30/2026,
State Board of Physical Therapy,BoardID=230,Matthew Weigel,Physical Therapist,Spearfish,6/30/2026,
State Conservation Commission,BoardID=19,Bill Coburn,Tree Industry,Spearfish,12/31/2025,"Biography:
Not Specified"
State Conservation Commission,BoardID=19,Tom Glover,Water Development District,Burke,12/31/2026,
State Conservation Commission,BoardID=19,Bruce Haines,Area 2 farmer,Mitchell,12/31/2027,"Biography:
Not Specified"
State Conservation Commission,BoardID=19,Doug Hansen,At Large,Webster,12/31/2025,"Biography:
Not Specified"
State Conservation Commission,BoardID=19,Charles Moe,Tree Industry,Rosebud,12/31/2025,"Biography:
Not Specified"
State Conservation Commission,BoardID=19,Dean Odden,Area 1 Farmer,Ree Heights,12/31/2027,
State Conservation Commission,BoardID=19,Dusty Rodiek,Municipal League Representative,Watertown,12/31/2025,"Biography:
Not Specified"
State Conservation Commission,BoardID=19,Duane Schneider,At Large Farmer,Sisseton,12/31/2026,
State Conservation Commission,BoardID=19,Gene Williams,Area 3,Interior,12/31/2026,
State Council for Educational Opportunity for Military Children,BoardID=223,Fran Apland,Educational Liasion,Ellsworth AFB,,
State Council for Educational Opportunity for Military Children,BoardID=223,Rep. Becky Drury,Representative of the Legislature,Rapid City,,
State Council for Educational Opportunity for Military Children,BoardID=223,Dr. Joseph Graves,Secretary of Education,"Pierre, SD",,
State Council for Educational Opportunity for Military Children,BoardID=223,Col. Patrice Holmes,"USAF, Commander, 28th Mission Support Group",Ellsworth AFB,,
State Council for Educational Opportunity for Military Children,BoardID=223,Jonathan Nesladek,Representative of the Executive Branch,Pierre,,"Biography:
Appointed 07/17/18, replaces Audrey Ricketts"
State Council for Educational Opportunity for Military Children,BoardID=223,Ann Pettit,"Superintendent, school district with military children",Box Elder,,
State Council for Educational Opportunity for Military Children,BoardID=223,Daniel Swartos,SD High School Activities Association,Pierre,,
State Fair Commission,BoardID=39,Dusty Anderson,At large,Yankton,,"Biography:
Not Specified"
State Fair Commission,BoardID=39,Jo Beal,4-H,Sioux Falls,,"Biography:
Not Specified"
State Fair Commission,BoardID=39,Justin Bell,At Large,Pierre,,
State Fair Commission,BoardID=39,Scott Cordts,Vendor,Huron,,"Biography:
Not Specified"
State Fair Commission,BoardID=39,Sherman Gose,Beadle County,Huron,,"Biography:
None"
State Fair Commission,BoardID=39,Dennis Harstad,At Large,Brookings,,
State Fair Commission,BoardID=39,Dr. Kevin Hofer,At Large,Huron,,"Biography:
Not Specified"
State Fair Commission,BoardID=39,Denise Muntefering,Exhibitor,Dimock,,"Biography:
Not Specified"
State Fair Commission,BoardID=39,Amanda Stade,Employee of SDSU,Brookings,,
State Fair Commission,BoardID=39,Judy Stevens,Vendor,Huron,,
State Fair Commission,BoardID=39,Faron Wahl,"Chairman, At large",Sioux Falls,,"Biography:
Not Specified"
State Fair Commission,BoardID=39,Jamie White,"Vice-Chair, City of Huron",Huron,,
State Fair Commission,BoardID=39,Erin Yost,At Large,Gann Valley,,"Biography:
Not Specified"
Teacher Compensation Review Board,BoardID=222,Dr. David De Jong,Governor Appointee,Dakota State University,3/1/2027,
Teacher Compensation Review Board,BoardID=222,Rep. Eric Emery,House Appointee,Rosebud,3/19/2027,
Teacher Compensation Review Board,BoardID=222,Joseph Graves,Governor Appointee,"Mitchell, SD",3/1/2027,
Teacher Compensation Review Board,BoardID=222,Sen. Taffy Howard,Senate Appointee,Rapid City,1/31/2027,
Teacher Compensation Review Board,BoardID=222,Rep. Logan Manhart,House Appointee,Aberdeen,3/19/2027,
Teacher Compensation Review Board,BoardID=222,Rep. Tesa Schwans,House Appointee,Hartford,3/19/2027,
Teacher Compensation Review Board,BoardID=222,Sen. Jamie Smith,Senate Appointee,Sioux Falls,1/31/2027,
Teacher Compensation Review Board,BoardID=222,Sen. Curt Voight,Senate Appointee,Rapid City,1/31/2027,
Teacher Compensation Review Board,BoardID=222,Dr. Tonia Warzecha,Governor Appointee,Dakota Valley School District,3/1/2027,
"Technical Education, South Dakota Board of",BoardID=192,Jim Dover,Member,Sioux Falls,10/31/2028,"Biography:
James ""Jim"" Dover serves as President and CEO of Avera Health and is a Fellow of the American College of Healthcare Executives. He holds a bachelor's degree in bacteriology from the University of Idaho and a master's of hospital administration from the University of Minnesota.

Dover brings over 40 years of health care leadership experience to the Board. Prior to joining Avera Health, he served in executive leadership roles at Sparrow Health in Lansing, Michigan; Hospital Sisters Health System in Springfield, Illinois; Daughters of Charity Health System in Los Altos Hills, California; St. Anthony North Hospital in Westminster, Colorado; and several additional health systems on the West Coast.

Jim and his wife, Maria, have four adult children. He enjoys spending time with his family, participating in outdoor activities, and playing tennis."
"Technical Education, South Dakota Board of",BoardID=192,Dana J. Dykhouse,President,Sioux Falls,10/31/2026,"Biography:
Dana Dykhouse is the chief executive officer of First PREMIER Bank, a position he has held since 1995. He has served on many civic and community boards. He is the chair of the Build Dakota Scholarship board and is a past chair of the Sioux Falls Chamber of Commerce and Forward Sioux Falls. He also serves on the South Dakota Science and Technology Authority, the South Dakota State University Foundation board, and the Sioux Falls Sports Authority."
"Technical Education, South Dakota Board of",BoardID=192,Brad Greenway,Member,Mitchell,10/31/2027,"Biography:
Greenway attended one year at Southwest Minnesota State University in Marshall, MN before returning to Mitchell and graduating with an associate degree in Agriculture Management from Mitchell Technical Institute in 1984.

Locally, Greenway serves on the township board, Davison County Fair Board, has been involved with the Davison County Pork Council for 30 years, and served on the SD Pork Producers Council from 2000 to 2015, including as president from 2005-2006. He served on the National Pork Board (Pork Checkoff) from 2009 to 2015. He most recently was a board member for U.S. Farmers & Ranchers in Action and served as chairman from 2016-2018."
"Technical Education, South Dakota Board of",BoardID=192,Dennis Law,Member,Wall,10/30/2025,"Biography:
Law served as the general manager of Sioux Valley Telephone and Hills Telephone Company in 1997. He then became the eastern regional manager at Golden West. Starting in 2008, Law was the general manager and CEO of Golden West Telecommunications.

Law and his wife, Bonnie, live in Wall, SD, and have two sons. Law graduated with his bachelor’s degree from South Dakota State University. He went on to earn his master’s degree from the University of South Dakota."
"Technical Education, South Dakota Board of",BoardID=192,Joy Nelson,Member,Watertown,10/31/2027,"Biography:
Joy Nelson is a lifelong resident of South Dakota. She began her career at Farmers and Merchants Bank in Watertown in the real estate and student loan lending departments. She entered the real estate business in 1982 and is the broker-owner of Haugan Nelson Realty, Inc. in Watertown. She has been engaged in residential, commercial, and agricultural real estate for the last 38 years.

Nelson is the founder and beneficiary of Joy Ranch outside of Watertown, a non-profit facility whose mission is to serve people with disabilities and medical issues, as well as veterans, through equine therapy. She was awarded the National ALDE Award in 2013 for philanthropy, the National Association of Realtors Good Neighbor Award in 2018, and is an inductee to the South Dakota Hall of Fame and the Watertown Hall of Fame."
"Technical Education, South Dakota Board of",BoardID=192,Terry Sabers,Secretary,Mitchell,10/31/2026,"Biography:
Terry Sabers is the retired co-president of Muth Electric. He is a 1975 graduate of Mitchell Technical College, a current member of the Build Dakota Scholarship Board, and a former member of the MTC Foundation Board. Sabers served for eight years as a member of the South Dakota Board of Education Standards, which provided state oversight to the technical colleges prior to the passage of Senate Bill 65."
"Technical Education, South Dakota Board of",BoardID=192,Brian Sandvig,Member,Milbank,10/31/2028,"Biography:
Brian Sandvig is the CFO at Valley Queen Cheese Factory, in Milbank, South Dakota. In addition to the South Dakota Board of Technical Education, Brian serves on the following community boards: South Dakota Chamber of Commerce and Industry, South Dakota State Historical Society, South Dakota Junior Achievement, Grant County Economic Development Corp., and The City of Milbank Parks and Recreation. He teaches Sunday School at Living Word Lutheran Church and is an Assistant Coach on the Milbank High School Football team."
"Technical Education, South Dakota Board of",BoardID=192,Kay Schallenkamp,Member,Spearfish,10/31/2027,"Biography:
Dr. Kay Schallenkamp served 41 years in higher education prior to her retirement in 2014. She served as President of Black Hills State University (SD) from 2006-2014 and President of Emporia State University (KS) from 1997-2006. Prior to that, she served as provost and vice chancellor for academic affairs at the University of Wisconsin-Whitewater and Provost at Chadron State College (NE). She started her higher education career at Northern State University (SD) as a faculty member of communication disorders and later served as department chair and dean."
"Technical Education, South Dakota Board of",BoardID=192,Jamie Stucky,Member,Lennox,10/31/2026,"Biography:
Jamie Stucky lives in Lennox and works as the Senior Director of Clinical Learning Strategies at Sanford Health in Sioux Falls. She has been a registered nurse at Sanford Health for nearly 20 years, working in the Neonatal Intensive Care Unit, ambulatory care, health care accreditation, nursing professional development, and academic-practice partnerships. Stucky earned her Bachelor of Science in Nursing from Mount Marty College in 2005 and a Master of Science in Health Care Administration from the University of South Dakota in 2017. 

Stucky has collaborated with academic partners across South Dakota to support clinical placements and has participated in Build Dakota student interviews and signing day events. She also serves on the Nursing Advisory Board at Southeast Technical College."
Technical Professions Board,BoardID=37,Cory Biegler,Land Surveyor/Professional Engineer,Black Hawk,4/14/2027,
Technical Professions Board,BoardID=37,Ryan Callaghan,Professional Engineer,Dakota Dunes,4/14/2026,
Technical Professions Board,BoardID=37,Jared Carda,Architect,Rapid City,4/14/2027,
Technical Professions Board,BoardID=37,Mike Coleman,Professional Engineer/Land Surveyor,Sioux Falls,4/14/2026,
Technical Professions Board,BoardID=37,Catherine Dekkenga,Architect,Sioux Falls,4/14/2026,
Technical Professions Board,BoardID=37,Alex Fisher,Professional Engineer,Rapid City,4/14/2026,
Technical Professions Board,BoardID=37,Colby Flynn,Public Member,Sioux Falls,4/14/2028,
Tourism Advisory Board,BoardID=95,Caleb Arceneaux,At-Large,Rapid City,6/30/2026,
Tourism Advisory Board,BoardID=95,Tom Biegler,At-Large,Sioux Falls,6/30/2028,
Tourism Advisory Board,BoardID=95,John Brockelsby,At-Large,Rapid City,6/30/2026,"Biography:
Not Specified"
Tourism Advisory Board,BoardID=95,Ann Lesch,At-Large,De Smet,6/30/2028,
Tourism Advisory Board,BoardID=95,Julie Ranum,At-Large,Watertown,6/30/2027,
Tourism Advisory Board,BoardID=95,Valentine Rausch,At-Large,Big Stone City,6/30/2026,
Tourism Advisory Board,BoardID=95,Carmen Schramm,At-Large,Yankton,6/30/2027,
Tourism Advisory Board,BoardID=95,Frank Smith,At-Large,Gettysburg,6/30/2028,
Tourism Advisory Board,BoardID=95,Ivan Sorbel,At Large,Kyle,6/30/2026,
Tourism Advisory Board,BoardID=95,Kristi Wagner,At-Large,Whitewood,6/30/2028,"Biography:
Not Specified"
Tourism Advisory Board,BoardID=95,Gwyn Wathen,At-Large,Hill City,6/30/2028,
Transportation Commission,BoardID=96,Chris Frick,Area 2,Yankton,4/18/2027,"Biography:
Appointed June 2023.
Chris Frick is from Yankton, South Dakota and has a bachelor’s degree in teaching from the University of Sioux Falls. He worked at a family-owned livestock order buying business before starting his own livestock market in 1994. Frick went on to work in sales for a wholesale propane company. He is now part owner of a HVAC company."
Transportation Commission,BoardID=96,Lynn Jensen,Area 1,Lake Preston,4/18/2029,"Biography:
Appointed August 2021.
Lynn Jensen is from Lake Preston, SD. He attended Lake Area Technical Institute in Watertown where he graduated with a degree in Agricultural Production and is currently a Private Banker with Structured Asset Finance and also continues to manage the family farm. Previous positions include President/ Co-CEO of the Nation Corn Growers Association, State Director of USDA Rural Development, President Bush’s appointee as the USDA liaison to FEMA during Hurricane Katrina recovery, and board member of several non-profit and for-profit organizations. His personal objectives are to develop and manage successful organizations that focus on bettering the opportunities and lives of people that reside in rural America. Lynn describes himself as a well-rounded individual that has a unique ability to multi-task and manage the details of business."
Transportation Commission,BoardID=96,Jafar Karim,Area 4,Rapid City,4/18/2027,"Biography:
Appointed 2019.
Jafar J. Karim is Director of Governmental Affairs for Black Hills Energy, a customer-focused natural gas and electric provider across eight states and headquartered in Rapid City. Jaf previously served as South Dakota’s State Director for USDA Rural Development, managed public affairs for a regional railroad headquartered in Sioux Falls, and served as Director of the South Dakota Governor’s Office of Economic Development. Before returning to South Dakota in 2005, he spent ten years in Washington, DC, with accolades including being a congressional advisor on a range of issues, including transportation, to then-U.S. Congressman John Thune. Jaf is a graduate of the University of South Dakota and grew up in Pierre. He and wife Jess live in Rapid City with their three girls."
Transportation Commission,BoardID=96,Larry A. Nelson,Area 2,Canton,4/18/2026,"Biography:
Appointed 2017. 
Larry Nelson received his Bachelor of Arts from the University of South Dakota, Vermillion, with a major in Government and minors in Psychology and History, and received his Juris Doctorate from the University of South Dakota, School of Law, Vermillion in 1977. Larry is married to Edith Nelson and they have two grown sons who are married. Larry is currently a Partner in the law firm of Frieberg, Nelson & Ask, LLP, in Canton, South Dakota."
Transportation Commission,BoardID=96,Donald Roby,Area 1,Watertown,4/18/2029,"Biography:
Appointed 2011.
Don Roby is a Watertown native and a 1980 graduate of Watertown High School. He attended the South Dakota School of Mines and Technology, graduating in 1984 with a Bachelor of Science in Computer Science and is currently a partner in R&R Investments, LLC. He and his wife, Kelly, have three children. Don is active in the community and serves on the board of various foundations and organizations.


"
Transportation Commission,BoardID=96,Ronald Rosenboom,Area 4,Sturgis,4/18/2028,"Biography:
Appointed 2014.
Ron Rosenboom and his wife, Bev, have lived in Sturgis for more than 30 years. He has his undergraduate teaching degree from Black Hills State and a Masters Degree from South Dakota State University. He is retired from his position of Executive Director of Black Hills Special Services Cooperative and now serves as the Executive Director of West River Foundation. He and Bev have two grown children. Ron is active in the Sturgis community and currently serves on the finance committee at Life Springs Wesleyan Church, the Sturgis Economic Development Corporation Board and the local transportation board."
Transportation Commission,BoardID=96,Austin Simons,Area 3,Mobridge,4/18/2027,"Biography:
Appointed June 2023.
Austin Simons is a lifetime resident of South Dakota and has a bachelor’s degree in banking and finance and professional accountancy from Northern State University. He was a public accountant at Cahill Bauer & Associates in Mobridge, South Dakota before going on to become the manager at Thorstenson Trucking, LLC in Selby. In this role, Simons has applied performance data to evaluate and improve operations, target current business conditions, and forecast needs."
Transportation Commission,BoardID=96,Rick Vallery,Area 3,Pierre,4/18/2026,"Biography:
Appointed 2024.
Rick was raised on the family ranch near Nisland, SD. He attended a country school through eighth grade and graduated from Newell High School. Rick attended Mitchell Vo-Tech. Rick farmed and ranched with his dad and brother for twelve years. In 1984, Rick left production agriculture to begin a career with South Dakota Farm Bureau. In 1997, Rick began serving as Executive Director for SD Wheat Inc. In March of 2013 Rick began work as a Congressional staffer for Congresswoman Noem which concluded in December of 2018. In 2019, Rick took a Senior Policy position within the SD Department of Agriculture and later transferred to the Governor’s Office of Economic Development and retired in March of 2022. Rick lives in Fort Pierre with his wife Carrel. Rick is very active in Community Bible Church (Pierre) where he attends. Rick’s hobbies include visiting kids and grandkids, traveling, touring state capitols, touring history museums, reading, and hunting."
Transportation Commission,BoardID=96,Mike Vehle,Area 2,Mitchell,4/18/2028,"Biography:
Appointed 2017.
Mike Vehle is a graduate of Chamberlain High School. After graduating from the University of South Dakota, he worked four years in Washington, DC as a Legislative Aide to then Congressman Jim Abdnor. Upon returning to South Dakota, Mike worked at Shanard Inc., a grain, feed, seed, and fertilizer company, eventually becoming President and then later became a Vice President at CorTrust Bank. In 2004, he was elected to the SD House of Representatives and in 2008 the SD Senate where he was Chair of the Senate Transportation Committee for eight years. Working on many transportation initiatives and issues, in 2015, he was the author and Prime Sponsor of Senate Bill 1, which was the most comprehensive transportation funding package enacted in decades. Mike served on several local, state, and national committees and organizations. In 2015, Mike was inducted into the South Dakota Transportation Hall of Honor for his Legislative work."
Trust Administration Review and Reform Task Force,BoardID=97,Frances Becker,,Rapid City,3/31/2028,
Trust Administration Review and Reform Task Force,BoardID=97,Jennifer Bunkers,Chair,Sioux Falls,3/31/2028,"Biography:
Not Specified"
Trust Administration Review and Reform Task Force,BoardID=97,Anne Feiock,,Sioux Falls,3/31/2028,
Trust Administration Review and Reform Task Force,BoardID=97,Patrick Goetzinger,,Rapid City,3/31/2028,"Biography:
Not Specified"
Trust Administration Review and Reform Task Force,BoardID=97,Dixie Hieb,,Sioux Falls,3/31/2028,
Trust Administration Review and Reform Task Force,BoardID=97,Craig Krogstad,,Sioux Falls,3/31/2028,
Trust Administration Review and Reform Task Force,BoardID=97,Peter Randazzo,,Sioux Falls,3/31/2028,"Biography:
Not Specified"
Trust Administration Review and Reform Task Force,BoardID=97,Jim Riswold,,Dell Rapids,3/31/2028,
Trust Administration Review and Reform Task Force,BoardID=97,Carl Schmidtman,,Sioux Falls,3/31/2028,"Biography:
Not Specified"
Trust Administration Review and Reform Task Force,BoardID=97,Thomas Simmons,,Vermillion,3/31/2028,"Biography:
Not Specified"
Trust Administration Review and Reform Task Force,BoardID=97,Jason Sutton,,Sioux Falls,3/31/2028,
"Veterinary Medical Examiners, State Board of",BoardID=103,John Bode,Veterinarian,Orient,10/30/2027,
"Veterinary Medical Examiners, State Board of",BoardID=103,Alice Harty,Veterinarian,Milesville,10/30/2027,
"Veterinary Medical Examiners, State Board of",BoardID=103,Carter Johnson,Lay Member,Black Hawk,10/30/2027,
"Veterinary Medical Examiners, State Board of",BoardID=103,"Joe Spoo, DVM",Veterinarian,Sioux Falls,10/30/2026,"Biography:
Not Specified"
Visitation Grant Advisory Group,BoardID=102,Judge Michelle Comer,Chief Justice Appointment,Sioux Falls,10/31/2025,
Visitation Grant Advisory Group,BoardID=102,Senator Helene Duhamel,Senate Appointment,Rapid City,1/1/2024,
Visitation Grant Advisory Group,BoardID=102,Desiree Johnson,Governor Appointment - At Large,Yankton,6/30/2022,
Visitation Grant Advisory Group,BoardID=102,Judge Christina Klinger,Chief Justice Appointment,Pierre,2/1/2026,
Visitation Grant Advisory Group,BoardID=102,Tascha Lamb,Governor Appointment - At Large,Pierre,6/30/2022,
Visitation Grant Advisory Group,BoardID=102,Rep. Tamara St. John,State Representative Appointment,Sisseton,1/1/2024,
Visitation Grant Advisory Group,BoardID=102,Judge Gregory Stoltenburg,Chief Justice Appointment,Brookings,3/16/2024,
Visitation Grant Advisory Group,BoardID=102,Tressa Zahrbock Kook,Governor Appointment - State Bar,Sioux Falls,7/1/2022,
Vocational Rehabilitation Board,BoardID=105,Betsy Drew,Rep. of parent training & information center,Sioux Falls,6/30/2026,
Vocational Rehabilitation Board,BoardID=105,Jonathan England,"Individual with a disability; Workforce Development board; Business, Industry and Labor representative",Piedmont,6/30/2026,
Vocational Rehabilitation Board,BoardID=105,Julie Johnson,"Statewide Independent Living Council (SILC) representative, Individual with a disability, former recipient of VR services",Aberdeen,6/30/2027,
Vocational Rehabilitation Board,BoardID=105,Michael Kokesh,"Individual with a disability, former recipient of VR services",Sioux Falls,6/30/2026,
Vocational Rehabilitation Board,BoardID=105,Eric Larson,"Business, Industry and Labor Rep, individual with disability, former recipient of VR services",Menno,6/30/2026,
